"","fighter","attack_type","attack_name","damage_raw","description"
"1063","Ice Climbers","Final Smash","Iceberg","13% (peak, rising), 11%/9%/7% (iceberg), 16% (Polar Bear), 5% (Condor)","The Ice Climbers summon a rotating iceberg to rise up from the center of the stage. For the duration of the Final Smash, it can be moved left and right. The range of how far it can move is shown by the mist. The iceberg deals damage to opponents who touch it: the closer they are towards the top, the more damage they take. Towards the base of the iceberg is a Polar Bear, which has high launching power. A Condor also appears, flying above, which the Ice Climbers can grab onto. This allows the iceberg to be more easily controlled without worry of self destruction, although the partner will be at risk of potentially being pushed offstage if they fail to grab it. Upon ending, the iceberg will lower itself, and the Condor will fly off to the side of the stage."
"1064","Marth","Neutral attack","","3%/5%","Slashes Falchion twice in front of himself. The first hit's tipper pulls opponents towards Marth, ensuring that the second hit connects. The first hit can also jab lock."
"1065","Marth","Neutral attack","","4%/6%","Slashes Falchion twice in front of himself. The first hit's tipper pulls opponents towards Marth, ensuring that the second hit connects. The first hit can also jab lock."
"1066","Marth","Forward tilt","","9%/12%","A fast upward swipe while leaning forward. Has a large arc that is useful for spacing, and deals moderately strong knockback when tippered, KOing middleweights at the edge around 100%, making it a go-to spacing and KO option. Deals much weaker knockback if untippered. The tipper can hit opponents standing on top of some platforms."
"1067","Marth","Up tilt","","6% (blade), 5% (body), 9% (tip)","Swings Falchion in a large arc above his head, with a large hitbox that can hit enemies behind him. Can combo into itself or aerials at low percentages and KO at high percents when tippered. Covers platforms very well and is useful for juggling."
"1068","Marth","Down tilt","","7%/10%","A quick crouching sword poke. Marth's fastest tilt, which is useful for interrupting grounded approaches and creating space. Deals semi-spike knockback, making it useful for edgeguarding. The tipper knocks opponents into a tumble around roughly 60%, with the blade hit starting to do so around roughly 125%, which can force opponents into a tech chase situation."
"1069","Marth","Dash attack","","10% (blade), 9% (body), 12% (tip)","A quick, running, upward-sweeping diagonal slash. Low knockback, but deals decent knockback if tipped. Has notable ending lag and very low hitlag if untippered, making it rather unsafe against shields. The ability to use the faster and safer forward tilt out of dash makes this move's use rather niche."
"1070","Marth","Forward smash","Dragon Killer","13%/18%","Rotates his body counterclockwise with a strong overarching one-handed swing from his head to the ground. Moderately fast startup, but high ending lag. Although lackluster when hit with the blade, the tipper of this attack has incredible knockback, being able to KO middleweights at 75% from the stage's center and as low as 37% near the edge. The tipper is capable of 2-framing at the ledge, allowing for incredibly early KOs."
"1071","Marth","Up smash","Justice Sword","3% (ground), 13% (blade), 17% (tip)","A quick, upward thrust. The weak grounded hit can knock nearby opponents into the main attack. Good for aerial protection and chasing down landing opponents. If tippered, it deals extremely high knockback, although this is difficult to do unless an opponent falls directly on top of Marth."
"1072","Marth","Down smash","","8%/12% (hit 1), 12%/17% (hit 2)","Sweeps Falchion on the ground toward the front outward then toward the back inward. The back hit has much stronger power, while the front hit is significantly weak unless tippered, where it will do moderate knockback. It also has high ending lag."
"1073","Marth","Neutral aerial","","3.5%/5% (hit 1), 7%/9.5% (hit 2)","Two horizontal slashes around himself via an inward slash followed into a full 360° outward spin. The second hit can hit on both sides of Marth, and can be used to create space by short hopping then fast-falling immediately after using the move in the air. The first hit has very low knockback scaling, which, combined with fast falling and the move's low landing lag, allows it to combo into many of Marth's tilts, and even his forward smash, even up to around 175%. The second hit's tipper has strong knockback, KOing middleweights at the edge around 100%."
"1074","Marth","Forward aerial","","8%/11.5%","Does a descending crescent slash in front of him with great coverage. This is Marth's best tool for air combat, and its reasonably low landing lag and strong tipper make it very safe when spaced properly. Its tipper is also decently strong, KOing middleweights at the edge around 133%. Around 24% with the tipper, or around 40% with the sourspot, it begins to knock opponents into a tumble, which can force a tech chase situation."
"1075","Marth","Back aerial","About Face","9%/12.5%","An upward crescent slash behind him in an inward swipe. Has the interesting property of turning Marth around, changing the direction he is facing. Similar use to his forward aerial, although with more knockback and a smaller hitbox. Can be used a few frames before landing to catch opponents with a tipped blow, with correct spacing. Has a rather strong tipper given its speed, KOing middleweights at the edge around 100%."
"1076","Marth","Up aerial","","9.5%/13%","An overhead crescent slash with good coverage, ending in a delayed somersault. Marth's fastest aerial, it is good for juggling thanks to its large arc, making it a good anti-air as well, but it has weak knockback unless tippered. Due to its angle and low landing lag, it makes a reliable combo starter when hit with the blade, comboing into aerials even around 100%."
"1077","Marth","Down aerial","","12% (blade), 14% (non-meteor tip), 15% (meteor)","A downward, wide crescent slash with large coverage. If the attack connects at the middle of the swinging arc (directly below Marth), it serves as a powerful meteor smash. However, the meteor smash window lasts only one frame (frame 11). Can be useful against cross-ups and as an out of shield option as it starts behind Marth and covers a wide area below him."
"1078","Marth","Grab","","—","Reaches out with his free hand."
"1079","Marth","Pummel","","1.3%","A knee strike."
"1080","Marth","Forward throw","","4%","An elbow strike with his sword arm."
"1081","Marth","Back throw","","4%","Tosses the opponent over his leg, sending them behind him. Its high base knockback allows him to set up edgeguarding, but it cannot combo or KO reliably."
"1082","Marth","Up throw","","5%","A powerful one-armed upward throw. Marth's strongest throw, though it does not start KOing middleweights until around 185%."
"1083","Marth","Down throw","","4%","Throws opponent to the ground with one arm, bouncing them upwards. At low to mid percents, its angle and high base knockback allow it to follow up into an up or back aerial depending on DI, or only an up aerial at higher percents. Despite having low knockback scaling, it still loses its combo potential around roughly 80%-90%."
"1084","Marth","Floor attack (front)","","7%","Spins around gracefully and slashes Falchion in a circle."
"1085","Marth","Floor attack (back)","","7%","Swings Falchion behind, then in front of him before getting up."
"1086","Marth","Floor attack (trip)","","5%","Stabs behind him, then slashes in front of himself before getting up."
"1087","Marth","Edge attack","","9%","Backflips onto the stage and slashes."
"1088","Marth","Neutral special","Shield Breaker","8%/9% (uncharged), 22%/24% (fully charged)","Marth assumes a readying stance and charges Falchion at chest level before powerfully thrusting it forward. This attack deals massive shield damage even when uncharged, and will instantly break shields at full charge, although it can be safely perfect shielded. The aerial version gives Marth a  very slight horizontal boost, while a fully charged aerial version will thrust Marth in whatever direction he's facing, giving him a strong horizontal recovery option, albeit with very high startup. Deals very high knockback when tippered, making it a powerful KOing option, especially against dazed opponents. Can be angled up or down, though this does not change the damage or knockback. The attack deals 1.15× regular damage if it hits the opponent's head, though this appears to be out-prioritized by any hitbox striking a non-head hurtbox."
